"filename", "language", "Markdown", "pip requirements", "Python", "Properties", "JSON", "JavaScript", "HTML", "Log", "Docker", "vue", "YAML", "CSS", "comment", "blank", "total"
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/package.json", "JSON", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 1, 42
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/public/clear-localstorage.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/App.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 0, 0, 0, 18, 180
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/assets/styles/main.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 7, 13, 101
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/components/DashboardModule.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 193, 0, 0, 0, 22, 215
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/components/PageNavigator.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/main.js", "JavaScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 6, 6, 24
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/modules/control/README.md", "Markdown", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 27
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/modules/control/components/ControlPanelModule.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 0, 0, 4, 15, 167
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/modules/control/index.js", "JavaScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/modules/control/store/index.js", "JavaScript", 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 8, 15, 123
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/modules/docker/README.md", "Markdown", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 26
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/modules/docker/components/DockerContainerModule.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 246, 0, 0, 2, 23, 271
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/modules/docker/index.js", "JavaScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/modules/docker/store/index.js", "JavaScript", 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 7, 14, 145
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/modules/register.js", "JavaScript", 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 23, 16, 139
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/modules/scripts/README.md", "Markdown", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 31
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/modules/scripts/components/ScriptManagementModule.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 355, 0, 0, 8, 31, 394
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/modules/scripts/index.js", "JavaScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/modules/scripts/store/index.js", "JavaScript", 0, 0, 0, 0, 0, 276, 0, 0, 0, 0, 0, 0, 28, 38, 342
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/modules/system/README.md", "Markdown", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 27
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/modules/system/components/SystemStatusModule.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 0, 0, 4, 21, 222
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/modules/system/index.js", "JavaScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/modules/system/store/index.js", "JavaScript", 0, 0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 14, 19, 193
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/modules/terminal/README.md", "Markdown", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 26
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/modules/terminal/components/CommandTerminalModule.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 0, 0, 4, 18, 201
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/modules/terminal/index.js", "JavaScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/modules/terminal/store/index.js", "JavaScript", 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 12, 15, 124
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/router/index.js", "JavaScript", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 3, 4, 35
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/services/api.service.js", "JavaScript", 0, 0, 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 18, 25, 175
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/store/index.js", "JavaScript", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 23, 11, 81
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/store/modules/global.js", "JavaScript", 0, 0, 0, 0, 0, 192, 0, 0, 0, 0, 0, 0, 18, 22, 232
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/views/Dashboard.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 438, 0, 0, 3, 52, 493
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/views/NotFound.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 2, 27
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/src/views/Settings.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 19, 160
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/frontend/vite.config.js", "JavaScript", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 2, 1, 43
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/localbackend/.env", "Properties", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 13, 10, 34
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/localbackend/API_DOCUMENTATION.md", "Markdown", 867, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 252, 1119
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/localbackend/README.md", "Markdown", 420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 504
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/localbackend/app.py", "Python", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 54
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/localbackend/app/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/localbackend/app/routes.py", "Python", 0, 0, 228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 41, 288
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/localbackend/app/utils.py", "Python", 0, 0, 522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 94, 694
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/localbackend/config/scripts/advanced_system_monitor.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 15
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/localbackend/config/scripts/docker_manager.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 14
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/localbackend/config/scripts/emergency_stop.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 8
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/localbackend/config/scripts/long_task.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 1, 11
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/localbackend/config/scripts/system_status.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 1, 14
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/localbackend/requirements.txt", "pip requirements", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/localbackend/scripts/README.md", "Markdown", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 110
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/localbackend/scripts/emergency_stop.py", "Python", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 12
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/localbackend/scripts/examples/advanced_system_monitor.py", "Python", 0, 0, 323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 46, 397
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/localbackend/scripts/examples/docker_manager.py", "Python", 0, 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 20, 184
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/localbackend/scripts/examples/example_long_task.py", "Python", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 55
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/localbackend/scripts/examples/example_system_status.py", "Python", 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15, 84
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/localbackend/scripts/examples/long_task.log", "Log", 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 1, 99
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/localbackend/test/test_api_simple.py", "Python", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 22, 107
"/home/luque/Documents/UNI/R2M/ROS/WEB_DASHBOARD_STATS/localbackend/test/test_process_management.py", "Python", 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 19, 112
"Total", "-", 1967, 6, 1524, 39, 3994, 1369, 14, 98, 13, 2084, 59, 81, 399, 1270, 12917
